date+survey,adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,2170,434
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,2165,433
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,2165,433
2023-08-16 00:00:00,Sennar,SD14,SD14038,Sennar,2160,432
2023-08-23 00:00:00,West Darfur,SD04,SD04121,Foro Baranga,2150,430
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,2140,428
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2125,425
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,2120,424
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2120,424
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,2100,420
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,2100,420
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,2100,420
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2095,419
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,2095,419
2023-08-23 00:00:00,River Nile,SD16,SD16011,Ad Damar,2090,400
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2070,414
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,2070,414
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,2055,411
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,2050,410
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,2050,410
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2045,409
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,2040,408
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,2040,408
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2030,406
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2030,406
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,2025,405
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,2025,405
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,2020,404
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,2015,403
2023-08-23 00:00:00,South Kordofan,SD07,SD07089,Talawdi,2013,402
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,2000,400
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,2000,400
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,2000,400
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2000,400
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,2000,400
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,1990,398
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,1985,397
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1980,396
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,1955,391
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,1950,400
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,1950,390
2023-08-16 00:00:00,Northern,SD17,SD17017,Dongola,1945,389
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1925,385
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1925,385
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,1920,384
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,1915,383
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,1905,381
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,1900,380
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1900,380
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,1895,379
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1895,379
2023-08-16 00:00:00,River Nile,SD16,SD16011,Ad Damar,1890,378
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,1890,378
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1885,377
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,1875,375
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,1865,373
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,1855,371
2023-08-23 00:00:00,Gedaref,SD12,SD12077,Basundah,1850,370
2023-08-23 00:00:00,Gedaref,SD12,SD12077,Basundah,1850,370
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1850,370
2023-08-23 00:00:00,Sennar,SD14,SD14040,Ad Dinder,1850,370
2023-08-23 00:00:00,Gedaref,SD12,SD12074,Al Fao,1850,370
2023-08-16 00:00:00,River Nile,SD16,SD16011,Ad Damar,1835,367
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,1826,365
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1825,365
2023-08-23 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,1815,363
2023-08-16 00:00:00,River Nile,SD16,SD16011,Ad Damar,1815,363
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1815,363
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,1800,360
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1780,356
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,1780,356
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1775,355
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,1775,355
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,1765,353
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,1750,350
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1750,350
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1750,350
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1750,350
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1750,350
2023-08-23 00:00:00,South Darfur,SD03,SD03151,Nitega,1750,350
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,1745,349
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1745,349
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,1740,348
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1730,346
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,1720,344
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,1720,344
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,1710,355
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,1710,342
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1705,341
2023-08-23 00:00:00,South Darfur,SD03,SD03151,Nitega,1700,340
2023-08-09 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,1700,350
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,1700,340
2023-08-23 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,1695,339
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1695,339
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1695,339
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1695,339
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1685,337
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,1685,337
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,1685,337
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1665,333
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,1660,332
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,1660,332
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1655,331
2023-08-16 00:00:00,River Nile,SD16,SD16008,Abu Hamad,1655,331
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1655,331
2023-08-23 00:00:00,Gedaref,SD12,SD12076,Al Qureisha,1650,330
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,1635,307
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,1635,327
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,1630,326
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1630,326
2023-08-23 00:00:00,Gedaref,SD12,SD12073,Al Butanah,1625,325
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1620,324
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1610,322
2023-08-16 00:00:00,Gedaref,SD12,SD12075,Al Fashaga,1600,320
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,1600,320
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,1600,300
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,1600,300
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1600,320
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1600,320
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1600,320
2023-08-23 00:00:00,West Kordofan,SD18,SD18103,Al Dibab,1595,319
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1595,319
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1590,318
2023-08-23 00:00:00,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,1585,317
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,1575,295
2023-08-23 00:00:00,North Kordofan,SD13,SD13024,Sheikan,1560,312
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,1560,312
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1555,311
2023-07-19 00:00:00,River Nile,SD16,SD16013,Barbar,1555,311
2023-07-19 00:00:00,River Nile,SD16,SD16013,Barbar,1555,311
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1550,310
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1550,310
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,1550,290
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,1540,308
2023-08-23 00:00:00,Central Darfur,SD06,SD06137,Wadi Salih,1530,306
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,1530,306
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,1530,306
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1525,305
2023-08-23 00:00:00,Gedaref,SD12,SD12074,Al Fao,1525,305
2023-08-23 00:00:00,Gedaref,SD12,SD12084,AR Rahad GR,1520,304
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1515,303
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1510,302
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1505,301
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1505,301
2023-08-23 00:00:00,North Kordofan,SD13,SD13024,Sheikan,1503,289
2023-08-23 00:00:00,East Darfur,SD05,SD05148,Shia'ria,1500,300
2023-08-23 00:00:00,North Darfur,SD02,SD02128,Kutum,1500,300
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,1500,300
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1500,300
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,1500,300
2023-08-23 00:00:00,North Darfur,SD02,SD02118,As Serief,1490,298
2023-08-23 00:00:00,North Darfur,SD02,SD02113,Dar As Salam,1490,298
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1490,298
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1490,298
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,1470,294
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1465,293
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1450,290
2023-08-23 00:00:00,White Nile,SD09,SD09047,Kosti,1450,290
2023-08-16 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,1445,289
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1445,289
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,1430,286
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1410,282
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1410,282
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1405,281
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,1400,280
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1400,280
2023-08-23 00:00:00,South Kordofan,SD07,SD07108,Ghadeer,1400,260
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1385,277
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1385,277
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1380,276
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,1375,275
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,1373,259
2023-08-09 00:00:00,Sennar,SD14,SD14037,Abu Hujar,1370,274
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1365,273
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1365,273
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,1360,252
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,1355,271
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1355,271
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1355,271
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,1350,270
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1350,270
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1350,270
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,1350,270
2023-08-23 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,1350,270
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1350,270
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1345,269
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1345,269
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,1335,267
2023-08-16 00:00:00,River Nile,SD16,SD16010,Shendi,1335,267
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,1330,266
2023-08-16 00:00:00,Gedaref,SD12,SD12084,AR Rahad GR,1330,266
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1325,265
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1320,264
2023-08-16 00:00:00,River Nile,SD16,SD16010,Shendi,1320,264
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1315,263
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1315,263
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1310,262
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1305,261
2023-08-23 00:00:00,North Darfur,SD02,SD02113,Dar As Salam,1300,260
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1300,260
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,1300,260
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1300,260
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,1295,259
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1295,259
2023-08-23 00:00:00,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,1295,259
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,1295,259
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,1290,258
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1280,256
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1280,256
2023-07-12 00:00:00,Sennar,SD14,SD14041,As Suki,1280,256
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,1275,255
2023-08-23 00:00:00,White Nile,SD09,SD09046,Rabak,1275,255
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1270,254
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1265,253
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1265,253
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1260,252
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,1250,250
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1250,250
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,1250,250
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,1245,249
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1245,249
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1240,248
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1240,248
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,1235,247
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1235,247
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1235,247
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,1230,246
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,1230,246
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1225,245
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,1210,222
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1210,242
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,1200,240
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1200,240
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1200,240
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1200,240
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1200,240
2023-08-23 00:00:00,Sennar,SD14,SD14040,Ad Dinder,1200,240
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1195,239
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1190,238
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1185,237
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1185,237
2023-08-23 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,1180,230
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,1175,235
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1175,235
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1175,235
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1175,235
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,1170,234
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,1165,233
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1165,233
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1160,232
2023-08-16 00:00:00,South Kordofan,SD07,SD07103,Habila - SK,1160,235
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1155,231
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1155,231
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1155,231
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1155,231
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,1153,223
2023-08-09 00:00:00,Sennar,SD14,SD14037,Abu Hujar,1145,209
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1140,228
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1140,228
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1135,227
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1135,227
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,1135,227
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,1130,226
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,1130,226
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1130,226
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1130,226
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1130,226
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,1125,225
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1125,225
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1125,225
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1125,225
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1125,225
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1120,224
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1115,223
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1115,223
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1110,222
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,1110,222
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1105,221
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,1100,220
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,1100,220
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,1100,220
2023-08-23 00:00:00,Gedaref,SD12,SD12077,Basundah,1100,220
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1100,220
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1100,220
2023-08-16 00:00:00,Kassala,SD11,SD11062,Reifi Nahr Atbara,1100,220
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,1095,204
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,1090,218
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1090,218
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1090,218
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,1085,217
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1085,217
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1080,216
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1080,216
2023-08-23 00:00:00,South Kordofan,SD07,SD07090,Abassiya,1080,216
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,1080,216
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,1080,216
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,1080,216
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,1080,216
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1075,215
2023-08-23 00:00:00,Gedaref,SD12,SD12074,Al Fao,1070,214
2023-08-16 00:00:00,River Nile,SD16,SD16010,Shendi,1070,214
2023-08-16 00:00:00,South Kordofan,SD07,SD07103,Habila - SK,1066,206
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1065,213
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1065,213
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1060,212
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1060,212
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1060,212
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,1060,212
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,1055,211
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1055,211
2023-08-23 00:00:00,North Darfur,SD02,SD02116,Al Koma,1050,210
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,1050,210
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,1050,210
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1050,210
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1045,209
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,1045,209
2023-08-23 00:00:00,North Darfur,SD02,SD02126,Kelemando,1040,208
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,1040,208
2023-08-23 00:00:00,Gedaref,SD12,SD12077,Basundah,1040,208
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,1040,196
2023-08-16 00:00:00,Kassala,SD11,SD11056,Reifi Kassla,1035,207
2023-08-23 00:00:00,North Kordofan,SD13,SD13030,Ar Rahad,1035,207
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,1030,206
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,1025,205
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1025,205
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,1025,205
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,1025,205
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,1010,202
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,1005,201
2023-08-09 00:00:00,North Darfur,SD02,SD02133,Saraf Omra,1000,200
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,1000,180
2023-08-23 00:00:00,Central Darfur,SD06,SD06135,Um Dukhun,1000,200
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1000,200
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1000,200
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,1000,200
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,1000,200
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,1000,200
2023-07-19 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,1000,200
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,995,199
2023-08-23 00:00:00,North Darfur,SD02,SD02126,Kelemando,990,198
2023-07-19 00:00:00,Aj Jazirah,SD15,SD15034,Al Hasahisa,990,198
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,990,198
2023-08-23 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,990,198
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,990,198
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,985,197
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,980,196
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,980,196
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,980,196
